"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
7399118,"2015-16","Severe Drought",2.1420970460085
7399118,"2015-16","Optimal Flat",6.91388717293533
7399121,"2015-16","Moderate Drought",3.06408747732479
7399121,"2015-16","Optimal Bed",6.59881133421283
7399121,"2015-16","Heat",4.04697902684537
7399121,"2015-16","Severe Drought",1.89212466422041
7399121,"2015-16","Optimal Flat",7.00224301521564
7399135,"2015-16","Moderate Drought",3.30368856262003
7399135,"2015-16","Optimal Bed",6.7520971517133
7399135,"2015-16","Heat",2.7703317154103
7399135,"2015-16","Severe Drought",1.5812671290163
7399135,"2015-16","Optimal Flat",6.21088886180518
7399137,"2015-16","Moderate Drought",3.05750271971089
7399137,"2015-16","Optimal Bed",6.77473555954791
7399137,"2015-16","Heat",2.84180954760684
7399137,"2015-16","Severe Drought",1.71243180787777
7399137,"2015-16","Optimal Flat",6.34474182727272
7399140,"2015-16","Moderate Drought",3.45760018611669
7399140,"2015-16","Optimal Bed",6.66496878497063
7399140,"2015-16","Heat",2.83634593789413
7399140,"2015-16","Severe Drought",1.70165243604745
7399140,"2015-16","Optimal Flat",5.98142327411966
7399179,"2015-16","Moderate Drought",3.42458846952391
7399179,"2015-16","Optimal Bed",6.97802180303728
7399179,"2015-16","Heat",3.73548616507826
7399179,"2015-16","Severe Drought",2.02504905065516
7399179,"2015-16","Optimal Flat",7.38169825305183
7399180,"2015-16","Moderate Drought",3.49348774457138
7399180,"2015-16","Optimal Bed",7.4445968568995
7399180,"2015-16","Heat",3.65595313339721
7399180,"2015-16","Severe Drought",1.9688120824898
7399180,"2015-16","Optimal Flat",7.00948365484586
7399181,"2015-16","Moderate Drought",3.70882305980286
7399181,"2015-16","Optimal Bed",7.23520840804135
7399181,"2015-16","Heat",3.79012250996173
7399181,"2015-16","Severe Drought",1.99707353078026
7399181,"2015-16","Optimal Flat",7.12069958808284
7399248,"2015-16","Moderate Drought",3.62674741546329
7399248,"2015-16","Optimal Bed",6.86290346330368
7399248,"2015-16","Heat",3.24743513851522
7399248,"2015-16","Severe Drought",2.07810850857298
7399248,"2015-16","Optimal Flat",6.91365189404514
7399264,"2015-16","Moderate Drought",3.35921742731535
7399264,"2015-16","Optimal Bed",7.1454932640155
7399264,"2015-16","Heat",3.46925585178984
7399264,"2015-16","Severe Drought",1.93883987084986
7399264,"2015-16","Optimal Flat",7.62558140696783
7399267,"2015-16","Moderate Drought",3.83495696474536
7399267,"2015-16","Optimal Bed",7.12441122103132
7399267,"2015-16","Heat",3.44633726808776
7399267,"2015-16","Severe Drought",2.16748685666113
7399267,"2015-16","Optimal Flat",8.12505654620372
7399272,"2015-16","Moderate Drought",3.5535670650868
7399272,"2015-16","Optimal Bed",7.65131764828697
7399272,"2015-16","Heat",3.35302857401043
7399272,"2015-16","Severe Drought",1.9967381161201
7399272,"2015-16","Optimal Flat",7.19979533854374
7399277,"2015-16","Moderate Drought",3.40252542842014
7399277,"2015-16","Optimal Bed",7.30459134495363
7399277,"2015-16","Heat",4.20496293734377
7399277,"2015-16","Severe Drought",2.03840481278677
7399277,"2015-16","Optimal Flat",7.43923445090758
7399288,"2015-16","Moderate Drought",3.43132236294167
7399288,"2015-16","Optimal Bed",7.43018296472628
7399288,"2015-16","Heat",3.35359963267683
7399288,"2015-16","Severe Drought",1.8475227520115
7399288,"2015-16","Optimal Flat",7.39961833125991
7399289,"2015-16","Moderate Drought",3.47428454747451
7399289,"2015-16","Optimal Bed",7.60791771915723
7399289,"2015-16","Heat",3.54226869616306
7399289,"2015-16","Severe Drought",1.91155062642032
7399289,"2015-16","Optimal Flat",7.36274001937038
7399290,"2015-16","Moderate Drought",3.40725094061042
7399290,"2015-16","Optimal Bed",7.46346416100653
7399290,"2015-16","Heat",3.5864182393239
7399290,"2015-16","Severe Drought",1.89692347765209
7399290,"2015-16","Optimal Flat",7.56882993853535
7399321,"2015-16","Moderate Drought",3.19802109039994
7399321,"2015-16","Optimal Bed",7.53361405366014
7399321,"2015-16","Heat",4.20243384787593
7399321,"2015-16","Severe Drought",2.27982801157464
7399321,"2015-16","Optimal Flat",7.38310637617224
7399345,"2015-16","Moderate Drought",3.67181971119369
7399345,"2015-16","Optimal Bed",7.07187384163518
7399345,"2015-16","Heat",2.86321196013675
7399345,"2015-16","Severe Drought",2.37090645237686
7399345,"2015-16","Optimal Flat",7.08165615229179
7399382,"2015-16","Moderate Drought",3.42924617112418
7399382,"2015-16","Optimal Bed",6.62871210820518
7399382,"2015-16","Heat",3.82206975420746
7399382,"2015-16","Severe Drought",1.64797979383163
7399382,"2015-16","Optimal Flat",6.52728496067026
7399399,"2015-16","Moderate Drought",3.38484908567445
7399399,"2015-16","Optimal Bed",7.27006797484089
7399399,"2015-16","Heat",3.47491205959048
7399399,"2015-16","Severe Drought",2.1663059100011
7399399,"2015-16","Optimal Flat",7.15086074423446
7399403,"2015-16","Moderate Drought",3.59708583625621
7399403,"2015-16","Optimal Bed",6.45376719865747
7399403,"2015-16","Heat",3.11854675506677
7399403,"2015-16","Severe Drought",2.20981097409631
7399403,"2015-16","Optimal Flat",7.08751509807724
7399413,"2015-16","Moderate Drought",3.87900407547597
7399413,"2015-16","Optimal Bed",6.21313665399663
7399413,"2015-16","Heat",2.51530047799581
7399413,"2015-16","Severe Drought",2.64319669556554
7399413,"2015-16","Optimal Flat",6.94229831459487
7399418,"2015-16","Moderate Drought",3.2097813277185
7399418,"2015-16","Optimal Bed",6.41073170373549
7399418,"2015-16","Heat",3.61067282363999
7399418,"2015-16","Severe Drought",1.70301428491325
7399418,"2015-16","Optimal Flat",5.98094059417546
7399424,"2015-16","Moderate Drought",3.0790767853149
7399424,"2015-16","Optimal Bed",6.76726082611843
7399424,"2015-16","Heat",4.16363984158163
7399424,"2015-16","Severe Drought",2.13991047875061
7399424,"2015-16","Optimal Flat",6.80718026875209
7399425,"2015-16","Moderate Drought",3.28181852720402
7399425,"2015-16","Optimal Bed",6.89139220355044
7399425,"2015-16","Heat",3.35733860965409
7399425,"2015-16","Severe Drought",1.90217905416991
7399425,"2015-16","Optimal Flat",7.15781799783192
7399442,"2015-16","Moderate Drought",3.28133656354255
7399442,"2015-16","Optimal Bed",7.56882221423925
7399442,"2015-16","Heat",3.26563986474313
7399442,"2015-16","Severe Drought",1.89081698295962
7399442,"2015-16","Optimal Flat",7.67923091317824
7399445,"2015-16","Moderate Drought",3.50006630984985
7399445,"2015-16","Optimal Bed",7.62081381013598
7399445,"2015-16","Heat",3.30714932116549
7399445,"2015-16","Severe Drought",1.87952835102899
7399445,"2015-16","Optimal Flat",7.65694670618327
7399447,"2015-16","Moderate Drought",3.06698226715983
7399447,"2015-16","Optimal Bed",7.21467612671829
7399447,"2015-16","Heat",4.02758346063629
7399447,"2015-16","Severe Drought",1.21443813665553
7399447,"2015-16","Optimal Flat",7.36986925410502
7399450,"2015-16","Moderate Drought",3.16858315138236
7399450,"2015-16","Optimal Bed",6.93344073955148
7399450,"2015-16","Heat",2.98527371316832
7399450,"2015-16","Severe Drought",1.88702545901832
7399450,"2015-16","Optimal Flat",7.035552531355
7399455,"2015-16","Moderate Drought",3.27954518226124
7399455,"2015-16","Optimal Bed",6.29191093808565
7399455,"2015-16","Heat",2.74681442966218
7399455,"2015-16","Severe Drought",2.14909875590913
7399455,"2015-16","Optimal Flat",6.93285477859036
7399457,"2015-16","Moderate Drought",3.29999825177534
7399457,"2015-16","Optimal Bed",6.98705461552178
7399457,"2015-16","Heat",3.93053530395023
7399457,"2015-16","Severe Drought",1.93727624996886
7399457,"2015-16","Optimal Flat",6.70954362275264
7399469,"2015-16","Moderate Drought",3.62698460962549
7399469,"2015-16","Optimal Bed",7.10588307121766
7399469,"2015-16","Heat",3.41743901785716
7399469,"2015-16","Severe Drought",2.02647774356881
7399469,"2015-16","Optimal Flat",6.30931268654416
7399471,"2015-16","Moderate Drought",3.71254997295882
7399471,"2015-16","Optimal Bed",7.748740434551
7399471,"2015-16","Heat",4.59377838119049
7399471,"2015-16","Severe Drought",2.06493944023548
7399471,"2015-16","Optimal Flat",8.73894231654416
7399473,"2015-16","Moderate Drought",3.55051400738946
7399473,"2015-16","Optimal Bed",7.03053925713902
7399473,"2015-16","Heat",3.63356038200504
7399473,"2015-16","Severe Drought",1.90943721860648
7399473,"2015-16","Optimal Flat",6.92644728857373
7399478,"2015-16","Moderate Drought",3.57635314738359
7399478,"2015-16","Optimal Bed",7.24898374948476
7399478,"2015-16","Heat",3.88102032390792
7399478,"2015-16","Severe Drought",1.8837530816742
7399478,"2015-16","Optimal Flat",6.53355888567272
7399483,"2015-16","Moderate Drought",3.6947876974082
7399483,"2015-16","Optimal Bed",7.45705073648639
7399483,"2015-16","Heat",3.47597712272963
7399483,"2015-16","Severe Drought",1.74622758570225
7399483,"2015-16","Optimal Flat",6.38612909087855
7399485,"2015-16","Moderate Drought",3.60478005975072
7399485,"2015-16","Optimal Bed",7.14317851063911
7399485,"2015-16","Heat",4.68479500224839
7399485,"2015-16","Severe Drought",2.01466019784512
7399485,"2015-16","Optimal Flat",6.31047262312985
7399491,"2015-16","Moderate Drought",3.25371190552923
7399491,"2015-16","Optimal Bed",7.09223290787385
7399491,"2015-16","Heat",3.89469701693557
7399491,"2015-16","Severe Drought",1.23280276174594
7399491,"2015-16","Optimal Flat",7.50133646326706
7399496,"2015-16","Moderate Drought",3.26731737262478
7399496,"2015-16","Optimal Bed",7.07765032265748
7399496,"2015-16","Heat",3.65110940414013
7399496,"2015-16","Severe Drought",0.874500824501398
7399496,"2015-16","Optimal Flat",7.24911084783148
7399497,"2015-16","Moderate Drought",3.35705098423573
7399497,"2015-16","Optimal Bed",7.4231987971944
7399497,"2015-16","Heat",3.81119918674009
7399497,"2015-16","Severe Drought",1.00844335057034
7399497,"2015-16","Optimal Flat",7.14142439103755
7399499,"2015-16","Moderate Drought",3.43199401219237
7399499,"2015-16","Optimal Bed",7.34924012296436
7399499,"2015-16","Heat",4.13747672098033
7399499,"2015-16","Severe Drought",1.30160117468417
7399499,"2015-16","Optimal Flat",7.4011901077766
7399505,"2015-16","Moderate Drought",3.19154505250557
7399505,"2015-16","Optimal Bed",6.9141227358266
7399505,"2015-16","Heat",3.40441337280051
7399505,"2015-16","Severe Drought",1.56777097698986
7399505,"2015-16","Optimal Flat",6.76185616752369
7399507,"2015-16","Moderate Drought",3.32731774779133
7399507,"2015-16","Optimal Bed",6.85475635308214
7399507,"2015-16","Heat",3.76009931069684
7399507,"2015-16","Severe Drought",1.31365720641569
7399507,"2015-16","Optimal Flat",7.13981124132741
7399508,"2015-16","Moderate Drought",3.29832888187411
7399508,"2015-16","Optimal Bed",6.65200396330226
7399508,"2015-16","Heat",3.32918816698052
7399508,"2015-16","Severe Drought",1.68128512068139
7399508,"2015-16","Optimal Flat",7.26496400547407
7399509,"2015-16","Moderate Drought",2.91180280011842
7399509,"2015-16","Optimal Bed",6.89064338948364
7399509,"2015-16","Heat",3.93299585483042
7399509,"2015-16","Severe Drought",1.11123142724888
7399509,"2015-16","Optimal Flat",6.79111028380827
7399511,"2015-16","Moderate Drought",3.14124354927443
7399511,"2015-16","Optimal Bed",6.6352175451785
7399511,"2015-16","Heat",3.47895918167989
7399511,"2015-16","Severe Drought",1.74729064128489
7399511,"2015-16","Optimal Flat",6.74475265207911
7399514,"2015-16","Moderate Drought",3.36664604554554
7399514,"2015-16","Optimal Bed",7.03116161371442
7399514,"2015-16","Heat",3.72849610996116
7399514,"2015-16","Severe Drought",1.21369814237612
7399514,"2015-16","Optimal Flat",6.81193940489708
7399537,"2015-16","Moderate Drought",3.8239291980519
7399537,"2015-16","Optimal Bed",7.47842698226045
7399537,"2015-16","Heat",3.51144563127895
7399537,"2015-16","Severe Drought",2.29887352591209
7399537,"2015-16","Optimal Flat",7.2064980475575
7399539,"2015-16","Moderate Drought",3.35723165961241
7399539,"2015-16","Optimal Bed",7.16213614831138
7399539,"2015-16","Heat",3.7638647567874
7399539,"2015-16","Severe Drought",1.65045327575256
7399539,"2015-16","Optimal Flat",7.02509487643963
7399541,"2015-16","Moderate Drought",3.5357668942673
7399541,"2015-16","Optimal Bed",6.90951081373774
7399541,"2015-16","Heat",3.13203417308935
7399541,"2015-16","Severe Drought",2.20130867947853
7399541,"2015-16","Optimal Flat",6.45751750668402
7399543,"2015-16","Moderate Drought",3.40673579020177
7399543,"2015-16","Optimal Bed",6.73990398106431
7399543,"2015-16","Heat",3.08025075182755
7399543,"2015-16","Severe Drought",1.92599550473614
7399543,"2015-16","Optimal Flat",7.13604295643558
7399544,"2015-16","Moderate Drought",3.44394470963361
7399544,"2015-16","Optimal Bed",6.7754562428122
7399544,"2015-16","Heat",3.87149286700585
7399544,"2015-16","Severe Drought",1.62261211850129
7399544,"2015-16","Optimal Flat",6.49624088690476
7399545,"2015-16","Moderate Drought",3.5814959411298
7399545,"2015-16","Optimal Bed",7.16794420327118
7399545,"2015-16","Heat",3.13519581414344
7399545,"2015-16","Severe Drought",1.97212513308342
7399545,"2015-16","Optimal Flat",7.17549186780759
7399548,"2015-16","Moderate Drought",3.53439096994874
7399548,"2015-16","Optimal Bed",6.22127330048385
7399548,"2015-16","Heat",3.49252086415283
7399548,"2015-16","Severe Drought",2.14405029098426
7399548,"2015-16","Optimal Flat",6.50808979399919
7399556,"2015-16","Moderate Drought",3.50851809854526
7399556,"2015-16","Optimal Bed",7.26925197038961
7399556,"2015-16","Heat",3.16999613727003
7399556,"2015-16","Severe Drought",1.84000036357875
7399556,"2015-16","Optimal Flat",6.49291880315672
7399558,"2015-16","Moderate Drought",3.40912298966823
7399558,"2015-16","Optimal Bed",6.72133845332441
7399558,"2015-16","Heat",2.88671493014138
7399558,"2015-16","Severe Drought",1.83974436629078
7399558,"2015-16","Optimal Flat",6.72875957942217
7399578,"2015-16","Moderate Drought",3.63952456749797
7399578,"2015-16","Optimal Bed",7.17094165690926
7399578,"2015-16","Heat",3.28830124055453
7399578,"2015-16","Severe Drought",2.29296705585494
7399578,"2015-16","Optimal Flat",6.58565107925281
7399583,"2015-16","Moderate Drought",3.01187735000066
7399583,"2015-16","Optimal Bed",6.95455304759897
7399583,"2015-16","Heat",3.56524261885424
7399583,"2015-16","Severe Drought",1.6690536036919
7399583,"2015-16","Optimal Flat",7.00034726995186
7399584,"2015-16","Moderate Drought",3.37106353021834
7399584,"2015-16","Optimal Bed",6.90052304540142
7399584,"2015-16","Heat",3.89577835872202
7399584,"2015-16","Severe Drought",1.93774590259877
7399584,"2015-16","Optimal Flat",6.4537657833009
7399601,"2015-16","Moderate Drought",3.35257101974273
7399601,"2015-16","Optimal Bed",6.92986323112264
7399601,"2015-16","Heat",3.47618943295526
7399601,"2015-16","Severe Drought",2.31917091916309
7399601,"2015-16","Optimal Flat",7.25814666686784
7399607,"2015-16","Moderate Drought",3.49725209236982
7399607,"2015-16","Optimal Bed",7.22973725301676
7399607,"2015-16","Heat",4.02323185911219
7399607,"2015-16","Severe Drought",2.16805819960969
7399607,"2015-16","Optimal Flat",7.22952211187642
7399609,"2015-16","Moderate Drought",3.85264581268342
7399609,"2015-16","Optimal Bed",6.65076889031897
7399609,"2015-16","Heat",3.1569306081479
7399609,"2015-16","Severe Drought",2.4370246726247
7399609,"2015-16","Optimal Flat",7.31554487393409
7399610,"2015-16","Moderate Drought",3.5475103467089
7399610,"2015-16","Optimal Bed",7.04577960989513
7399610,"2015-16","Heat",3.15827636388304
7399610,"2015-16","Severe Drought",2.36744273573874
7399610,"2015-16","Optimal Flat",7.43555553203624
7399612,"2015-16","Moderate Drought",3.63986113862247
7399612,"2015-16","Optimal Bed",6.97113861131945
7399612,"2015-16","Heat",4.22184471899366
7399612,"2015-16","Severe Drought",2.00245209786377
7399612,"2015-16","Optimal Flat",7.7305856174415
7399613,"2015-16","Moderate Drought",3.68838722947056
7399613,"2015-16","Optimal Bed",7.21004063877081
7399613,"2015-16","Heat",4.22283680019636
7399613,"2015-16","Severe Drought",1.82702058649531
7399613,"2015-16","Optimal Flat",7.35066898160776
7399614,"2015-16","Moderate Drought",3.64384677745918
7399614,"2015-16","Optimal Bed",7.34715908038473
7399614,"2015-16","Heat",3.77543946397097
7399614,"2015-16","Severe Drought",1.86376105074338
7399614,"2015-16","Optimal Flat",7.62961577193856
7399615,"2015-16","Moderate Drought",3.4961019332901
7399615,"2015-16","Optimal Bed",7.59220524732639
7399615,"2015-16","Heat",4.63075632497113
7399615,"2015-16","Severe Drought",1.66557425493478
7399615,"2015-16","Optimal Flat",7.66946420903147
7399616,"2015-16","Moderate Drought",3.67157593706861
7399616,"2015-16","Optimal Bed",7.24608153193229
7399616,"2015-16","Heat",4.33394532144114
7399616,"2015-16","Severe Drought",1.7237305646129
7399616,"2015-16","Optimal Flat",7.54353694034315
7399619,"2015-16","Moderate Drought",3.4692794400254
7399619,"2015-16","Optimal Bed",7.18658700439152
7399619,"2015-16","Heat",4.4077514670617
7399619,"2015-16","Severe Drought",1.56389780594931
7399619,"2015-16","Optimal Flat",7.49578842522087
7399621,"2015-16","Moderate Drought",3.74174320615875
7399621,"2015-16","Optimal Bed",7.27453089330002
7399621,"2015-16","Heat",4.19134098780603
7399621,"2015-16","Severe Drought",1.76128922298962
7399621,"2015-16","Optimal Flat",7.73119698348078
7399622,"2015-16","Moderate Drought",3.7118046252917
7399622,"2015-16","Optimal Bed",7.4911208440078
7399622,"2015-16","Heat",3.51768791275057
7399622,"2015-16","Severe Drought",1.82454522132357
7399622,"2015-16","Optimal Flat",7.68249403808383
7399623,"2015-16","Moderate Drought",3.58243225608069
7399623,"2015-16","Optimal Bed",7.49791397351966
7399623,"2015-16","Heat",3.95802150963804
